company_id;industry;naics_description;sic_description;categories;naics_code;naics_codes;sic_code;sic_codes;employees_range;employees;revenue_range;revenue;year_founded;Category;V_Oct19;V_Nov19;V_Dec19;V_Jan20;V_Feb20;V_Mar20;S1_Jan20;S1_Feb20;S1_Mar20;S2_Apr19;S2_May19;S2_Jun19;S2_Jul19;S2_Aug19;S2_Sep19;S2_Oct19;S2_Nov19;S2_Dec19;S2_Jan20;S2_Feb20;industry_ismissing;naics_description_ismissing;sic_description_ismissing;categories_ismissing;naics_code_ismissing;naics_codes_ismissing;sic_code_ismissing;sic_codes_ismissing;employees_range_ismissing;employees_ismissing;revenue_range_ismissing;revenue_ismissing;year_founded_ismissing;Category_ismissing;V_Oct19_ismissing;V_Nov19_ismissing;V_Dec19_ismissing;V_Jan20_ismissing;V_Feb20_ismissing;V_Mar20_ismissing;num_missing
572;Hospitality;Accommodation;Hotels, Rooming Houses, Camps, and Other Lodging Places;tickets:13.16, entertainment:2.11, book:1.58, tourism:2.11, retail:1.05, golf:2.11, usability:9.47, strip:3.16, ticketing:14.74, club:14.21, wedding:1.05, airline:2.63, nightclub:14.74, helicopter tour:5.26, spa:1.58, nightlife:3.16, golf packages:5.26, restaurant:1.05, direct marketing:2.63, group chat:6.32, technology:1.58, tour:23.68, hotels:17.89, decision making:3.16, travel:20.0, internet:1.05;721.0;5615, 721;70.0;70;200 - 500;255.0;50000000 - 100000000;51353102.0;1998.0;TravelandTourism>TravelandTourism;2250000.0;2400000.0;2700000.0;2650000.0;2350000.0;1300000.0;341986;275681;140164;159693;157822;156861;154058;156558;158597;157722;191124;200362;210568;210857;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
573;Entertainment;Computer Systems Design and Related Services;Miscellaneous personal services;tickets:50.0, patent:1.85, software:0.37, computer programming:0.74, entertainment:0.74, university:0.74, android:1.48, investment banking:1.48, concert:11.11, consumer products:1.85, discount:1.11, social networking:1.48, ios:1.48, bargain:2.59, sales:0.37, aggregate:2.59, bank:1.11, ticketing:2.59, theater:3.7, lifting:2.22, sporting event:2.59, algorithm:15.56, marketplace:11.85, data processing:0.74, live event:7.78, investment:0.74, technology:1.11, computer systems design:0.74, magazine:1.11, local business:0.74, sport:3.7, dog:1.48, finance:0.74, internet:0.74;54151.0;54151, 541990, 71;7299.0;7299, 737;10 - 50;23.0;50000000 - 100000000;78502200.0;2011.0;Sports>Sports;1000000.0;1050000.0;1050000.0;1700000.0;1350000.0;1300000.0;65534;66454;24518;164059;162423;161540;159236;161560;162716;161937;195419;204399;215929;216136;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;3
574;Restaurants;Restaurants and Other Eating Places;Eating and Drinking Places;snack:7.72, retail dealer:2.65, alcoholic beverages:3.53, retail:0.44, supermarket:2.21, food service contractors:2.65, general merchandise:0.59, specialty food store:8.82, beverage bars:15.44, ale:0.51, food service:23.16, beer:0.88, sidewalk:3.53, delicatessen:2.94, restaurant:20.0, transportation service:1.76, retail store:0.37, drinking places:26.84, classified:0.44, store:1.03, food:1.91, cafeterias:0.66, business support service:1.18, trade:0.29, cafe:1.76, general merchandise store:2.35, grocery:1.84, liquor store:1.18, groceries:2.57, wine:0.44;7225.0;311812, 3119, 311920, 312120, 44, 445110, 4452, 44529, 445299, 445310, 452, 452990, 4539, 45399, 454390, 522110, 5222, 541990, 5614, 562, 62, 722, 7223, 722310, 722410, 7225, 722511, 722513, 722514, 722515;58.0;2082, 2099, 4789, 5141, 5181, 5399, 58, 5812, 5813, 59, 599, 6029, 7299, 73, 80;> 10000;291000.0;> 1000000000;1034185494.0;1985.0;FoodandDrink>RestaurantsandDelivery;1000000.0;1050000.0;1050000.0;20200000.0;18500000.0;31000000.0;375422;473456;367856;121917;101453;97117;85898;78022;60001;60587;79719;85637;88539;91010;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;4
575;Wholesale;Other Miscellaneous Manufacturing;Retail Stores, not elsewhere classified;electronics:20.0, sponges:25.0, consumer products:12.5, fall protection:22.5, graphics:30.0, drug delivery:22.5, health information:20.0, optics:12.5, cloths:20.0, renewable energy:12.5, security:5.0, tape:37.5, dental:5.0, safety:30.0, purification:20.0, manufacturing:2.5, adhesive:30.0, splicing:22.5, abrasive:17.5, asphalt shingles:27.5, cable:12.5, health care:5.0, prevention:12.5, energy:10.0, home improvement:10.0, personal protective equipment:22.5, indexing:20.0, protection product:40.0, equipment:2.5, health:2.5, packaging:10.0, touchscreen:17.5, technology:2.5, medical and surgical:20.0, film:7.5, food safety:20.0, roofing:12.5, home care:12.5, commercial cleaning:15.0, infrastructure:7.5, granules:22.5, aerospace:12.5, monitors:15.0, scouring pads:37.5;3399.0;212319, 238160, 238210, 325320, 325510, 325520, 325612, 325998, 327910, 33, 334290, 334417, 334513, 334516, 334519, 335, 335921, 335932, 339112, 339113, 339114, 339115, 3399, 339950, 339999, 423420, 423840, 44, 444130, 4539, 54, 541330, 541611, 541712, 5419, 541990, 71, 811219;599.0;1429, 1711, 1761, 2842, 2851, 2879, 2891, 3089, 3291, 3357, 3599, 3644, 3669, 3678, 3823, 3826, 3841, 3843, 3851, 3952, 3993, 3999, 5044, 5072, 5085, 59, 599, 7389, 7629, 8711, 8731, 8742;> 10000;93516.0;> 1000000000;1896384265.0;1929.0;BusinessandConsumerServices>BusinessServices;2250000.0;2050000.0;1900000.0;950000.0;3850000.0;6450000.0;31964;27097;37420;109064;103980;104899;103756;102754;101659;101348;116921;125521;126632;126510;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;2
576;Retail;Retail Trade;Miscellaneous Retail;mirror:3.33, tableware:5.33, software:0.67, computer programming:1.33, storage:2.0, retail:4.0, iphone app:10.67, furniture:30.0, decor:40.0, online marketplace:18.67, design:7.33, manufacturing:0.67, chairs:3.33, antique:30.0, rugs:4.0, stools:5.33, table:2.0, home furnishings store:6.67, jewelry:4.0, art:10.67, home furnishing:16.0, marketplace:16.0, home decor:6.67, data processing:1.33, area rug:4.67, textile:2.0, brass:24.0, designer:4.0, lighting:2.67, accent:4.0, sale:2.67, trade:1.33, sofas:4.67, computer systems design:1.33, accessory:6.67, internet:1.33, fashion:4.0;44.0;337, 44, 442, 442110, 54151, 541519;59.0;5021, 59, 737, 7379;50 - 200;59.0;1000000 - 10000000;5988214.0;2013.0;EcommerceandShopping>Marketplace;1600000.0;1500000.0;1350000.0;2000000.0;1900000.0;1950000.0;228421;175190;217917;116144;122667;130477;130931;133273;132747;132364;150334;155219;156842;160638;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0
577;Retail;Miscellaneous Store Retailers;Mobile home dealers;college:0.91, door:3.64, mortgage service:3.64, homes for sale:20.45, distribution:1.36, sales:0.91, trailer:1.82, leasing:2.73, general purpose:4.09, specialty retail:2.27, commercial building:2.73, design:0.45, manufacturing:1.36, construction:0.45, military:1.82, home centers:30.0, mobile home dealers:6.36, kitchen:1.36, bathroom:1.82, author:2.27, real estate:0.91, dealers:2.73, manufactured home:80.0, spirit:1.36, mobile home:6.36, manufactured housing:4.55, store:0.91, tour:2.73, social medium:2.73, rental:0.45, sale:1.82, home building:8.18, dormitories:5.0, modular housing:5.45, spam:3.18, finance:2.73;453.0;321991, 453, 453930, 53, 531, 551112;5271.0;2451, 5271, 65, 6719;> 10000;20361.0;> 1000000000;1534407606.0;1968.0;BusinessandConsumerServices>RealEstate;550000.0;660000.0;670000.0;660000.0;560000.0;660000.0;19555;29486;30329;12707;11785;11721;11344;11174;10422;10048;11074;10855;12842;12804;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
578;Retail;Art Dealers;Miscellaneous retail stores, nec;gift:7.5, sculptures:7.5, fibers:2.5, pants:2.5, scarf:2.5, craft:7.14, metals:0.71, apparel:8.57, vests:2.86, bracelets:2.14, skirts:2.5, furniture:6.43, chairs:1.79, jar:2.5, jackets:2.14, sweater:2.5, wardrobe:10.0, stools:2.86, jewelry:6.43, pins and brooches:5.36, glass:4.29, ornaments:2.86, artwork:8.93, clock:2.14, lighting:1.43, floor lamps:3.57, vanities:2.86, sofas:2.5, earrings:2.14, internet:0.71, chocolate:1.79, necklaces:2.14, ceramic:1.79, baskets:2.5, mirror:1.79, sinks:2.5, art gallery:6.43, bowls:5.0, desks:2.5, bottle:7.14, storage:1.07, glass products:3.21, shelves:2.5, retail:0.71, oil:1.07, lighting system:2.86, artists:4.29, design:1.79, rugs:2.14, wedding:0.71, kitchen:1.07, table:2.14, art:20.0, tabletop:2.86, benches:2.5, direct marketing:1.79, home decor:1.79, sculpture:10.71, trays:2.5, outdoor furniture:2.86, designer:4.29, accent:2.14, shoes:1.43, sale:4.29, quilts:2.86, pillow:2.14, vases:2.86, galleries:2.14, accessory:0.71, vessels:2.14;453920.0;453920;5999.0;5999;50 - 200;76.0;10000000 - 50000000;17005136.0;1985.0;HomeandGarden>HomeandGarden;150000.0;180000.0;170000.0;190000.0;180000.0;150000.0;15485;21766;16526;40041;37370;46361;47621;48540;48164;46808;53089;58345;59477;58433;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
579;Photography;Photography Studios, Portrait;Photographic studios, portrait;digital marketing:4.44, gift:13.33, photographic:4.44, printing services:30.0, photography studios:4.44, portrait:8.89, competitive pricing:6.67, finishing:5.56, photographers:38.89, photo album:17.78, wall decor:20.0, ecommerce:3.33, manufacturing:1.11, photography:3.33;541921.0;44, 54192, 541921;7221.0;59, 7221;50 - 200;180.0;10000000 - 50000000;46906005.0;2005.0;HobbiesandLeisure>Photography;290000.0;310000.0;370000.0;250000.0;200000.0;230000.0;18065;19443;15828;67131;68698;68771;68010;78014;82372;83654;88839;91873;93827;93758;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
580;Retail;Miscellaneous Store Retailers;Miscellaneous Retail;door:8.0, wool:14.0, real estate:4.0, book:12.0, studs:16.0, store:4.0, designer:24.0, machine learning:16.0, vests:16.0, shoes:8.0, suit rental:130.0, rental:10.0, leasing:4.0, garments:24.0, bar:4.0, specialty retail:10.0, shipping:32.0, shirts:8.0, fabric:32.0, manufacturing:2.0, clothing:6.0, accessory:8.0, tuxedos:36.0, neckwear:22.0;453.0;44, 448110, 453, 53, 532220;59.0;5136, 59, 65;200 - 500;206.0;10000000 - 50000000;45420570.0;2012.0;Lifestyle>Weddings;300000.0;290000.0;270000.0;350000.0;350000.0;300000.0;23662;30720;25397;27847;27774;28048;28121;28289;28272;28047;34203;34346;34839;34919;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
581;Retail;Retail Trade;Miscellaneous Retail;display cases:16.67, sinks:11.67, google+:10.0, ice machines:15.0, retail:6.67, baking:10.0, fryers:16.67, furniture:15.0, decor:8.33, ecommerce:10.0, manufacturing:1.67, kitchen:10.0, food service:8.33, dough:11.67, faucet:11.67, restaurant equipment:60.0, restaurant:13.33, dishwasher:11.67, cookware:13.33, equipment:10.0, food:6.67, restaurant supply:30.0, ovens:11.67, refrigeration:10.0, trade:3.33, global reach:13.33, catering:5.0, ebay:23.33, pub:8.33;44.0;4234, 44;59.0;50, 59;50 - 200;170.0;10000000 - 50000000;15227967.0;1973.0;FoodandDrink>FoodandDrink;150000.0;160000.0;110000.0;130000.0;140000.0;110000.0;33116;33363;24049;32372;31012;31405;32389;32566;33266;33259;36233;36876;39028;39309;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
582;Retail;Miscellaneous Store Retailers;Miscellaneous Retail;camping:40.63, pants:4.38, scarf:4.38, folding:4.38, cutlery:5.0, hats:3.75, bargain:4.38, sales:0.63, ski:3.13, furniture:1.88, fitness:3.75, swimwear:4.38, chairs:3.13, jackets:22.5, pots and pans:7.5, sunglasses:3.75, equipment:6.25, retail store:3.13, gloves and mittens:8.75, water:1.25, drink:2.5, padded:6.25, skis:41.25, sleeping bag:6.25, clothing:11.25, umbrellas:5.0, tent:3.75, yoga:2.5, blankets:4.38, bottle:3.13, retail:2.5, swimming:3.75, specialty retail:3.13, waterproof:21.88, boot:45.0, table:1.88, factory:10.0, delivery:1.25, footwear:7.5, stoves:4.38, retailer:3.13, fleece:5.0, trousers:5.0, hiking:56.25, store:13.75, food:1.25, trade:1.25, outdoors:6.25, outdoor clothing:100.0, backpack:4.38, travel:6.25, accessory:2.5, hats and caps:7.5;453.0;423910, 44, 4481, 451110, 45211, 453, 4541, 721;59.0;5091, 5137, 5311, 59, 70;1000 - 5000;1073.0;200000000 - 1000000000;316850695.0;1997.0;Sports>Sports;1000000.0;1050000.0;1050000.0;2750000.0;3300000.0;3000000.0;232303;160693;112955;19997;18026;18179;18039;18263;21952;21884;23568;23817;24418;24310;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;True;True;False;False;False;5
583;Information Technology and Services;Computer Systems Design and Related Services;Computer Programming, Data Processing, And Other Computerrelated;search engine:14.29, computer programming:5.71, marketplace:22.86, software:1.43, amenity:11.43, data processing:5.71, real estate:4.29, ios:5.71, renter:42.86, rental:5.71, leasing:20.0, apartment rental:10.0, computer systems design:5.71, android application development:10.0, neighborhood:5.71, hunting:5.71, internet:2.86;54151.0;53, 531110, 54151;737.0;65, 6531, 737;50 - 200;62.0;1000000 - 10000000;4113281.0;2011.0;BusinessandConsumerServices>RealEstate;3550000.0;4100000.0;4400000.0;5250000.0;4600000.0;3800000.0;433546;375316;271507;159529;158641;157442;153971;156087;157206;156154;179232;199576;196181;196950;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
584;Health, Wellness and Fitness;Health and Personal Care Stores;Miscellaneous Retail;merchant banking:3.03, beauty:2.73, dietary supplement:2.42, snack:3.03, health and wellness:3.64, superfoods:3.03, retail:8.48, branded product:9.7, sales:1.52, custom manufacturing:13.64, drug:0.91, nutritional supplement:4.24, prescription drugs:2.73, wellness:1.82, manufacturing:4.24, mineral:16.67, stand:0.91, herb:10.61, bath:2.42, health and wellness product:16.67, online retail:2.12, retailer:10.61, private equity:1.52, weight management:2.12, standalone:9.7, health:1.52, retail store:9.09, consumer service:1.82, store:7.88, sports nutrition:21.82, food:3.03, vitamin:60.0, nutritional product:2.73, health food:2.42, health and personal care store:3.03, private labeling:15.15, vendor management system:2.73, parties:3.64, internet:3.03;4461.0;44, 4451, 445299, 4461, 446110, 446120, 446191, 722, 812112;59.0;5087, 5122, 541, 59, 7231;1000 - 5000;3860.0;> 1000000000;1130000000.0;2002.0;Health>NutritionDietsandFitness;2750000.0;2700000.0;2700000.0;3850000.0;3300000.0;5200000.0;284153;172349;423026;121978;118859;118404;124493;131069;136755;137719;161006;164869;166439;162907;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0
585;Retail;Retail Trade;Miscellaneous Retail;storage solution:14.0, apparel manufacturing:20.0, online shopping:24.0, television:8.0, home shopping:20.0, shoes:24.0, retail:20.0, network:8.0, wardrobes:16.0, womenswear:28.0, trade:4.0, shipping:8.0, clothing:18.0, wardrobe:14.0, accessory:12.0, fashion:24.0;44.0;315, 44, 448120;59.0;5621, 59;50 - 200;142.0;10000000 - 50000000;16997397.0;2014.0;Lifestyle>FashionandApparel;690000.0;630000.0;540000.0;510000.0;480000.0;450000.0;11249;10377;12684;8343;11097;11262;10873;11103;10315;8327;9275;9445;11797;11765;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
586;Wholesale;Furniture and Home Furnishing Merchant Wholesalers;Wholesale Trade - Durable Goods;gift:0.45, mattress:60.0, steel:0.61, bedding:0.91, foam:3.64, manufacturing:0.3, club:0.45, standalone:1.21, pillow:8.18, bed frames:42.42, foam mattress:1.52, bedroom:0.76;4232.0;337, 4232, 423210, 44, 45211, 811411;50.0;50, 5021, 5047, 5311, 59, 7699;1000 - 5000;2824.0;200000000 - 1000000000;339832079.0;1979.0;;1000000.0;1050000.0;1050000.0;950000.0;960000.0;998539.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;True;True;True;True;True;9
587;Leisure, Travel & Tourism;Travel Arrangement and Reservation Services;;flight:50.0, booking:15.38, tickets:34.62, airline ticket:27.69, book:4.62, discount:4.62, casinos:5.38, beaches:4.62, travel services:5.38, hotels:4.62, luxury:2.31, travel:3.08, car rental:4.62, architecture:2.31;5615.0;5615;;;500 - 1000;825.0;100000000 - 200000000;143278995.0;2013.0;TravelandTourism>AirTravel;1000000.0;1050000.0;1050000.0;100000.0;180000.0;120000.0;757;1051;226;161533;158706;0;0;0;0;0;0;0;0;0;False;False;True;False;False;False;True;True;False;True;False;True;False;False;True;True;True;False;False;False;8
588;Retail;Health and Personal Care Stores;Fruit and vegetable markets;spreads:0.54, network marketing:0.54, skin care:0.27, beauty:0.2, weight management:0.47, health:3.83, store:0.27, cafeteria:0.6, food:0.13, therapeutic:0.67, marketing:0.07, nutrition:0.27, aromatherapy:0.47, fitness center:0.4, charity:0.27, health and personal care store:0.67, chemical:1.34, wellness:0.6, essential oil:70.0, investing:0.27, gateway:0.4;446.0;446, 44619, 446191, 454390;5431.0;5431;1000 - 5000;1804.0;200000000 - 1000000000;583981641.0;2008.0;Health>Health;5450000.0;6350000.0;5050000.0;4950000.0;5150000.0;6500000.0;122797;131895;173927;11130;14582;15907;16265;16685;16666;16766;20399;20514;20476;20511;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
589;Higher Education;Colleges, Universities, and Professional Schools;Colleges and universities;college:12.68, nonprofit:0.73, bible:1.22, education:2.44, training and education:1.95, health service:0.24, university:20.0, social assistance:0.24, professional school:1.22, colleges and university:1.71, executive education:6.59, bar:2.93, universities:0.98, schools:1.46, health care:0.24;611310.0;61, 611, 611110, 611310, 62;8221.0;80, 8211, 8221;1000 - 5000;1050.0;50000000 - 100000000;58110752.0;1942.0;;1000000.0;1050000.0;1050000.0;950000.0;960000.0;998539.0;699;110;206;55283;57445;64410;67274;71702;74138;75973;85006;87054;86779;87410;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;7
590;Higher Education;Colleges, Universities, and Professional Schools;Colleges and universities;college:3.59, education:0.51, mathematics:1.79, university:20.0, teaching:0.77, geology:4.1, professional school:2.56, research:3.08, music:2.05, library:2.56, universities:2.05, academic:2.05, games:1.54, hospital:0.51, earthquake engineering:6.15, chemistry:3.08, musical:2.56, health service:0.26, libraries:3.08, equipment:0.77, business education:4.62, medicine:1.03, engineering:1.03, technology:0.26, mba:3.08, colleges and university:3.59, journalism:3.08, business administration:3.59, cooperative:1.54, biochemistry:4.1, grant:1.28;611310.0;61, 611, 611310, 622;8221.0;80, 8221;1000 - 5000;2874.0;200000000 - 1000000000;569811044.0;1874.0;ScienceandEducation>UniversitiesandColleges;1000000.0;1200000.0;1050000.0;1100000.0;1100000.0;1150000.0;3926;3363;4843;91592;92021;91504;91164;88039;88100;90467;109203;114504;112678;112097;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;1
591;Telecommunications;Wireless Telecommunications Carriers (except Satellite);Radiotelephone communication;collaboration software:28.57, calendar:7.14, software:2.86, wireless telecommunications carrier:15.71, technology:5.71, web conferencing:85.71, broadcasting:5.71, customer support:8.57, sales productivity:15.71, virtual meeting:31.43, except satellite:15.71, product innovation:11.43, audio:5.71, online meeting:100.0, global network:10.0, webcasting:68.57;517210.0;517, 517210;4812.0;4812;10 - 50;12.0;1000000 - 10000000;9934791.0;1996.0;;1000000.0;1050000.0;1050000.0;950000.0;960000.0;998539.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;False;False;False;False;False;False;False;False;False;True;False;True;True;True;True;True;True;True;True;True;10
592;Higher Education;Colleges, Universities, and Professional Schools;Colleges and universities;college:15.2, career training:90.0, international education:3.6, education:0.8, technology:0.4, professional school:2.0, colleges and university:2.8, vocational:52.8, trade:17.6, universities:1.6, schools:9.6, education and training:2.4, automotive:1.2, criminal justice:3.2, health care:0.4;611310.0;611, 611310;8221.0;8221;50 - 200;62.0;10000000 - 50000000;15381000.0;1996.0;ScienceandEducation>UniversitiesandColleges;70000.0;50000.0;45000.0;60000.0;65000.0;65000.0;6127;5272;6171;101566;100273;100928;103780;107504;109489;108887;126563;129434;131459;130973;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;1
593;Consumer Goods;Pet and Pet Supplies Stores;Groceries and related products, nec;pet supply:42.26, cleaning product:1.32, retailer:0.94, discount:17.55, google+:1.13, medicine:0.75, store:0.38, social medium:0.57, carrier:0.75, pet product:63.4, shipping:18.11, prescription:2.26, ecommerce:0.57, pet friendly:1.32, dog:8.3, pet:30.0, well being:1.13, toy:1.51;453910.0;453910;5149.0;5149;50 - 200;125.0;10000000 - 50000000;37742622.0;1999.0;PetsandAnimals>PetFoodandSupplies;140000.0;190000.0;220000.0;290000.0;190000.0;310000.0;14207;14143;44353;26069;24413;24356;23927;23600;22093;22016;28257;27400;28392;28536;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
594;Automotive;Other Information Services;Computer Programming, Data Processing, And Other Computerrelated;repair:3.53, software:0.59, computer programming:1.18, consumer products:2.94, advertising:4.71, customer acquisition:18.82, research:2.35, vehicle:1.18, automobile:26.47, manufacturing:2.35, algorithm:17.65, car shopping:35.29, automotive industry:3.53, data analytics:20.59, marketplace:40.0, data processing:1.18, dealers:12.35, spirit:1.76, autos:10.59, technology:4.12, cars:7.06, computer systems design:1.18, new car:28.24, gym:2.94, automotive:15.88, internet:1.18;5191.0;5191, 54151, 81111;737.0;737, 7372, 753;500 - 1000;549.0;200000000 - 1000000000;418670000.0;2015.0;Vehicles>Vehicles;51900000.0;49000000.0;49400000.0;57500000.0;60700000.0;52900000.0;2930934;2627416;2014153;311906;325509;322461;315533;316006;312940;307868;384237;396137;403680;406519;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0
595;Leisure, Travel & Tourism;Travel Arrangement and Reservation Services;;college:0.65, flight:50.0, booking:1.61, email newsletter:2.9, education:0.65, youth hostels:11.61, direct marketing:1.61, study abroad:7.74, discount:1.94, online travel:5.16, youth:16.77, tour:13.55, retail:0.65, network:0.65, travel deal:58.06, travel services:2.26, hotels:16.13, hostels:2.9, travel:8.39, airline:1.61, leisure:0.97, internet:0.65;5615.0;5615, 61;;;50 - 200;82.0;10000000 - 50000000;21460549.0;1992.0;TravelandTourism>TravelandTourism;1350000.0;1450000.0;1450000.0;1150000.0;1050000.0;940000.0;185620;173780;155142;32349;28635;28869;28131;28608;28670;28632;32700;34124;35098;34900;False;False;True;False;False;False;True;True;False;True;False;True;False;False;False;False;False;False;False;False;5
596;Retail;Retail Trade;Miscellaneous Retail;college:5.0, retailer:15.0, apparel & accessory:5.0, retail store:32.5, apparel:27.0, menswear:20.0, consumer service:3.0, store:20.0, polo shirts:4.5, retail:4.0, jeans:3.0, trade:2.0, china:16.5, boxers:5.0, shirts:4.0, parties:1.5, family clothing stores:27.5, personal care product:24.0, clothing:1.5, clothing accessories stores:5.0, stand:1.5, accessory:6.0;44.0;423910, 424330, 44, 448, 448140, 448190, 448210, 45211, 561510, 561920, 721;59.0;4724, 51, 5137, 5311, 5621, 5651, 59, 70, 7389;> 10000;27000.0;> 1000000000;1102268530.0;1972.0;Lifestyle>FashionandApparel;16200000.0;22700000.0;25400000.0;16600000.0;13000000.0;13300000.0;1418961;1215159;1205879;165831;165857;165143;163128;165307;166690;165419;197293;209197;219825;220214;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
597;Internet;All Other Professional, Scientific, and Technical Services;Miscellaneous personal services;digital marketing:6.0, brand monitoring:4.5, cgi:2.5, adwords:3.5, keyword research:25.0, competitive intelligence:24.0, internet marketing:4.0, web design:1.0, research:17.0, analytics:4.0, rock:2.0, phone support:2.5, payppc:40.0, audit:1.5, microsoft .net:1.5, ecommerce:1.5, influencers:4.0, content marketing:6.0, domain name:6.0, perl:2.5, small business:1.0, logs:2.5, agile methodology:4.5, software as a service:5.0, search engine:2.5, health:0.5, email hosting:2.5, social medium:15.0, bing:3.5, marketing:2.5, vision:1.0, online marketing:14.0, web hosting:20.0, carts:2.5, internet advertising:2.5, video advertising:13.5, php:4.5, domain name registration:2.0, advertising research:6.0, unix:2.5, competitive analysis:4.5, social media analysis:5.5;541990.0;541990;7299.0;7299;200 - 500;203.0;50000000 - 100000000;65038525.0;2008.0;BusinessandConsumerServices>OnlineMarketing;5900000.0;5800000.0;5750000.0;6350000.0;6250000.0;6700000.0;590279;548731;636971;90669;114935;114759;113903;111947;109648;102182;113787;116668;128911;129901;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;2
598;Retail;Retail Trade;Miscellaneous Retail;jewelry:6.0, lingerie:28.0, retailer:20.0, outlets:10.0, apparel:6.0, store:20.0, designer:24.0, shoes:24.0, merchandising:30.0, retail:20.0, houseware:32.0, womenswear:14.0, handbag:24.0, trade:4.0, coats:14.0, shipping:8.0, luggage:20.0, clothing:12.0, cosmetic:12.0, accessory:8.0, fashion:12.0;44.0;44, 448120;59.0;5621, 59;;1155.5;;453430000.0;1996.0;Lifestyle>FashionandApparel;1900000.0;3050000.0;2900000.0;2350000.0;2150000.0;1950000.0;179626;173246;141474;101417;97933;111142;123449;132547;136094;131097;135781;132001;141605;148664;False;False;False;False;False;False;False;False;True;True;True;True;True;False;False;False;False;False;False;False;5
599;Automotive;Parking Lots and Garages;Carwashes;parking:36.59, flight:0.61, car washes:1.1, airport parking:100.0, parking services:1.22, network:0.49, airport:36.59, commercial service:0.49, washing:0.73, oil:0.37, luggage:2.44, pet boarding:1.95, dry cleaning:0.85, oil change:0.73, valet:2.56, internet:0.24, shuttle service:0.98;812930.0;48, 4881, 721, 8111, 811192, 812930;7542.0;45, 70, 7299, 75, 7542;500 - 1000;833.0;100000000 - 200000000;126453503.0;1967.0;TravelandTourism>AirTravel;1000000.0;1050000.0;1050000.0;190000.0;960000.0;160000.0;18385;15325;6401;16429;16570;15763;15190;14476;15202;15673;16820;16874;18058;18238;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;5
600;Retail;Retail Trade;Miscellaneous Retail;apparel manufacturing:4.76, lounge:2.38, pants:3.33, socks:6.67, tree:1.9, textile:1.43, apparel:10.0, web design:1.9, luxury good:2.38, retail:2.86, marketing:0.95, loungewear:19.05, trade:0.95, shipping:13.33, boxers:19.05, shirts:3.81, fabric:3.81, design:1.43, manufacturing:1.43, underwear:80.0, clothing:12.86;44.0;315, 4243, 44, 45411;59.0;51, 59, 5961;50 - 200;174.0;10000000 - 50000000;45238887.0;2011.0;Lifestyle>FashionandApparel;1100000.0;1100000.0;1150000.0;920000.0;950000.0;1000000.0;39881;44993;34935;14097;16089;19426;20135;20301;20337;20214;23561;23846;24065;24479;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1
